Name,Region,Population (rounded)*,Postcode,Ethnic Breakdown 2016,Median House Price (2020),Median House Price (2021),% Change,Median House Rent (per week),Median Apartment Price (2020),Median Apartment Rent (per week),Public Housing %,Avg. Years Held,Time to CBD (Public Transport) [Town Hall St],Time to CBD (Driving) [Town Hall St],Nearest Train Station,Highlights/Attractions,Ideal for,Traffic,Public Transport,Affordability (Rental),Affordability (Buying),Nature,Noise,Things to See/Do,Family-Friendliness,Pet Friendliness,Safety,Overall Rating,Review Link
Bronte,Eastern Suburbs,"7,000",2024,"English 25.5%, Australian 19.1%, Irish 11.5%, Scottish 7.5%, Italian 3.2%","$3,500,000.00","$4,700,000.00",34.29%,"$1,450.00","$1,200,000.00",$700.00,1%,10.4,25 minutes,20 minutes,Bondi Junction,,,0,0,0,0,0,0,0,0,0,0,0,
Cammeray,Lower North Shore,"7,000",2062,"English 26.4%, Australian 20.0%, Irish 10.9%, Scottish 8.0%, Chinese 3.9%","$2,200,000.00","$2,500,000.00",13.64%,"$1,100.00","$950,000.00",$610.00,1%,14,30 minutes,10 minutes,St Leonards,,,0,0,0,0,0,0,0,0,0,0,0,
Oakhurst,Western Suburbs,"7,000",2761,"Australian 17.2%, English 14.6%, Filipino 14.4%, Indian 6.1%, Irish 3.2%","$635,000.00","$745,000.00",17.32%,$415.00,,,1%,14.8,80 minutes,40 minutes,Blacktown,,,0,0,0,0,0,0,0,0,0,0,0,
Wentworth Point,Inner West,"7,000",2127,"Chinese 18.4%, English 12.4%, Australian 9.1%, Korean 7.6%, Irish 4.3%",-,-,#VALUE!,$560.00,"$670,000.00",$530.00,0%,,45 minutes,25 minutes,Rhodes,,,0,0,0,0,0,0,0,0,0,0,0,
Narraweena,Northern Beaches,"6,750",2099,"English 25.5%, Australian 21.6%, Italian 10.9%, Irish 7.5%, Scottish 6.0%","$1,450,000.00","$1,800,000.00",24.14%,$795.00,,$550.00,17%,13.3,60 minutes,30 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Rydalmere,Western Suburbs,"6,750",2116,"Australian 16.3%, English 15.8%, Chinese 14.4%, Korean 6.2%, Irish 6.1%","$1,100,000.00","$1,350,000.00",22.73%,$510.00,"$675,000.00",$465.00,13%,10.8,50 minutes,30 minutes,Parramatta,,,0,0,0,0,0,0,0,0,0,0,0,
St Helens Park,South West,"6,750",2560,"Australian 26.1%, English 24.6%, Irish 6.5%, Scottish 5.9%, German 2.6%","$570,000.00","$650,000.00",14.04%,$395.00,,$335.00,3%,12.3,110 minutes,60 minutes,Campbelltown,,,0,0,0,0,0,0,0,0,0,0,0,
Willoughby,Lower North Shore,"6,600",2068,"English 22.8%, Australian 20.1%, Irish 9.6%, Chinese 8.4%, Scottish 6.9%","$2,350,000.00","$2,900,000.00",23.40%,"$1,025.00","$925,000.00",$540.00,1%,11.5,20 minutes,15 minutes,Artarmon,,,0,0,0,0,0,0,0,0,0,0,0,
Erskine Park,Western Suburbs,"6,500",2759,"Australian 25.0%, English 21.9%, Irish 5.9%, Scottish 4.7%, Filipino 4.3%","$720,000.00","$850,000.00",18.06%,$430.00,,,1%,13.7,90 minutes,45 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Glenhaven,Hills Shire,"6,500",2156,"English 27.3%, Australian 23.6%, Irish 8.1%, Scottish 7.6%, Italian 5.0%","$1,600,000.00","$1,900,000.00",18.75%,$740.00,,,0%,12.2,80 minutes,40 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Northbridge,Lower North Shore,"6,500",2063,"English 26.3%, Australian 20.8%, Irish 10.3%, Chinese 7.9%, Scottish 7.1%","$3,000,000.00","$3,500,000.00",16.67%,"$1,200.00","$1,100,000.00",$675.00,0%,15.4,35 minutes,15 minutes,St Leonards,,,0,0,0,0,0,0,0,0,0,0,0,
Woodcroft,Western Suburbs,"6,500",2767,"Filipino 24.2%, Indian 14.5%, Australian 9.3%, English 7.5%, Chinese 5.4%","$710,000.00","$810,000.00",14.08%,$490.00,,$520.00,2%,8.4,65 minutes,40 minutes,Doonside,,,0,0,0,0,0,0,0,0,0,0,0,
Manly Vale,Northern Beaches,"6,250",2093,"English 25.8%, Australian 19.6%, Irish 9.5%, Scottish 6.9%, Italian 3.4%","$2,000,000.00","$2,600,000.00",30.00%,$930.00,"$775,000.00",$570.00,3%,13.8,45 minutes,30 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Picnic Point,Western Suburbs,"6,250",2213,"Australian 23.1%, English 20.7%, Irish 8.2%, Scottish 5.9%, Greek 4.9%","$1,000,000.00","$1,200,000.00",20.00%,$625.00,"$740,000.00",$580.00,1%,12.2,60 minutes,35 minutes,East Hills,,,0,0,0,0,0,0,0,0,0,0,0,
Ropes Crossing,Western Suburbs,"6,250",2760,"Australian 16.2%, English 15.3%, Indian 12.3%, Filipino 9.6%, Irish 4.0%","$635,000.00","$750,000.00",18.11%,$485.00,"$465,000.00",$450.00,0%,5.1,100 minutes,50 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
St Johns Park,Western Suburbs,"6,250",2176,"Vietnamese 20.2%, Chinese 17.7%, Australian 6.0%, Italian 5.6%, English 5.2%","$780,000.00","$910,000.00",16.67%,$490.00,,$395.00,3%,17.1,75 minutes,50 minutes,Canley Vale,,,0,0,0,0,0,0,0,0,0,0,0,
Wetherill Park,Western Suburbs,"6,250",2164,"Australian 10.6%, Italian 9.6%, English 8.9%, Assyrian 7.6%, Chinese 4.7%","$760,000.00","$980,000.00",28.95%,$500.00,"$525,000.00",$430.00,2%,18.2,75 minutes,45 minutes,Guildford,,,0,0,0,0,0,0,0,0,0,0,0,
Villawood,Western Suburbs,"6,100",2163,"Lebanese 15.1%, Vietnamese 14.5%, Australian 10.8%, English 9.3%, Chinese 6.9%","$695,000.00","$765,000.00",10.07%,$520.00,"$520,000.00",$360.00,46%,13.8,50 minutes,40 minutes,Leightonfield,,,0,0,0,0,0,0,0,0,0,0,0,
Elderslie,South West,"6,000",2570,"English 29.8%, Australian 29.2%, Irish 9.5%, Scottish 7.2%, Italian 3.3%","$665,000.00","$770,000.00",15.79%,$495.00,,$375.00,5%,7.2,120 minutes,60 minutes,Campbelltown,,,0,0,0,0,0,0,0,0,0,0,0,
Fairlight,Northern Beaches,"6,000",2094,"English 32.7%, Australian 20.3%, Irish 11.5, Scottish 8.4%, German 3.0%","$2,300,000.00","$3,100,000.00",34.78%,"$1,300.00","$1,250,000.00",$735.00,0%,10,45 minutes,25 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Harris Park,Western Suburbs,"6,000",2150,"Indian 39.4%, English 7.2%, Chinese 6.7%, Australian 5.6%, Lebanese 4.5%","$1,050,000.00","$1,200,000.00",14.29%,$500.00,"$470,000.00",$390.00,8%,,40 minutes,35 minutes,Harris Park,,,0,0,0,0,0,0,0,0,0,0,0,
Heathcote,Sutherland Shire,"6,000",2233,"English 32.5%, Australian 31.4%, Irish 9.9%, Scottish 7.9%, German 2.4%","$920,000.00","$1,150,000.00",25.00%,$625.00,"$715,000.00",$510.00,0%,15.5,65 minutes,50 minutes,Heathcote,,,0,0,0,0,0,0,0,0,0,0,0,
Naremburn,Lower North Shore,"6,000",2065,"English 24.4%, Australian 20.1%, Irish 9.1%, Scottish 7.2%, Chinese 6.8%","$2,100,000.00","$2,600,000.00",23.81%,"$1,000.00","$1,150,000.00",$630.00,3%,12.3,25 minutes,10 minutes,St Leonards,,,0,0,0,0,0,0,0,0,0,0,0,
Newington,Western Suburbs,"6,000",2127,"Chinese 20.6%, Korean 12.8%, English 12.0%, Australian 11.3%, Indian 4.9%","$1,200,000.00","$1,400,000.00",16.67%,$750.00,"$685,000.00",$530.00,0%,10,50 minutes,30 minutes,Rhodes,,,0,0,0,0,0,0,0,0,0,0,0,
Raby,South West,"6,000",2566,"English 23.8%, Australian 23.5%, Irish 7.6%, Scottish 5.4%, Italian 2.7%","$600,000.00","$700,000.00",16.67%,$435.00,,,0%,12.7,80 minutes,50 minutes,Minto,,,0,0,0,0,0,0,0,0,0,0,0,
Sefton,Western Suburbs,"6,000",2162,"Lebanese 16.7%, Vietnamese 15.0%, Chinese 12.7%, Australian 10.4%, English 8.5%","$780,000.00","$930,000.00",19.23%,$475.00,"$515,000.00",$410.00,6%,14.6,45 minutes,35 minutes,Sefton,,,0,0,0,0,0,0,0,0,0,0,0,
Warwick Farm,Western Suburbs,"6,000",2170,"English 9.9%, Australian 9.1%, Indian 7.9%, Vietnamese 5.9%, Chinese 5.1%","$680,000.00","$810,000.00",19.12%,$400.00,"$370,000.00",$350.00,26%,,60 minutes,45 minutes,Warwick Farm,,,0,0,0,0,0,0,0,0,0,0,0,
Whalan,Western Suburbs,"6,000",2770,"Australian 24.9%, English 21.6%, Irish 4.7%, Scottish 4.6%, Samoan 4.2%","$470,000.00","$590,000.00",25.53%,$340.00,,$280.00,33%,11.2,65 minutes,50 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Girraween,Western Suburbs,"5,750",2145,"Indian 28.6%, Australian 10.8%, English 9.3%, Sri Lankan 4.5%, Maltese 4.0%","$850,000.00","$975,000.00",14.71%,$510.00,"$650,000.00",$460.00,5%,9.4,60 minutes,35 minutes,Pendle Hill,,,0,0,0,0,0,0,0,0,0,0,0,
Greenwich,Lower North Shore,"5,750",2065,"English 24.8%, Australian 20.2%, Irish 10.6%, Scottish 7.8%, Chinese 5.8%","$2,850,000.00","$3,200,000.00",12.28%,"$1,125.00","$750,000.00",$560.00,1%,13.8,35 minutes,20 minutes,St Leonards,,,0,0,0,0,0,0,0,0,0,0,0,
Hebersham,Western Suburbs,"5,750",2770,"Australian 21.5%, English 19.0%, Samoan 4.6%, Filipino 4.6%, Indian 4.4%","$510,000.00","$640,000.00",25.49%,$345.00,,,17%,12.7,70 minutes,45 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Minchinbury,Western Suburbs,"5,750",2770,"Australian 17.1%, English 15.6%, Filipino 8.6%, Indian 4.5%, Irish 4.1%","$730,000.00","$820,000.00",12.33%,$460.00,,$420.00,2%,13.5,80 minutes,40 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Narwee,Southern Suburbs,"5,750",2209,"Chinese 29.2%, Australian 10.7%, English 10.6%, Lebanese 4.1%, Irish 3.9%","$990,000.00","$1,200,000.00",21.21%,$570.00,"$570,000.00",$410.00,14%,14.3,40 minutes,30 minutes,Narwee,,,0,0,0,0,0,0,0,0,0,0,0,
Oatlands,Western Suburbs,"5,750",2117,"English 15.8%, Australian 15.6%, Chinese 13.0%, Lebanese 12.6%, Korean 5.7%","$1,450,000.00","$1,800,000.00",24.14%,$640.00,"$790,000.00",$550.00,6%,15.6,55 minutes,30 minutes,Parramatta,,,0,0,0,0,0,0,0,0,0,0,0,
Ruse,South West,"5,750",2560,"Australian 27.9%, English 26.4%, Irish 8.8%, Scottish 6.9%, Italian 2.4%","$600,000.00","$700,000.00",16.67%,$425.00,,$350.00,2%,13.5,85 minutes,55 minutes,Campbelltown,,,0,0,0,0,0,0,0,0,0,0,0,
St Andrews,South West,"5,750",2566,"Australian 22.1%, English 19.7%, Irish 5.7%, Scottish 5.3%, Filipino 3.9%","$615,000.00","$710,000.00",15.45%,$420.00,,,4%,15.4,80 minutes,50 minutes,Minto,,,0,0,0,0,0,0,0,0,0,0,0,
Telopea,Western Suburbs,"5,750",2117,"Chinese 21.9%, English 14.0%, Australian 13.6%, Korean 8.4%, Irish 5.0%","$1,150,000.00","$1,420,000.00",23.48%,$530.00,"$555,000.00",$440.00,22%,7.7,60 minutes,35 minutes,Parramatta,,,0,0,0,0,0,0,0,0,0,0,0,
Oyster Bay,Sutherland Shire,"5,550",2225,"English 29.3%, Australian 27.1%, Irish 10.2%, Scottish 7.2%, Italian 2.7%","$1,250,000.00","$1,550,000.00",24.00%,$685.00,,$650.00,2%,14.1,55 minutes,40 minutes,Jannali,,,0,0,0,0,0,0,0,0,0,0,0,
Abbotsford,Inner West,"5,500",2046,"English 18.9%, Australian 16.6%, Italian 14.1%, Irish 8.9%, Chinese 5.7%","$2,200,000.00","$2,550,000.00",15.91%,$900.00,"$1,100,000.00",$620.00,8%,10.1,30 minutes,15 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Berowra,Northern Suburbs,"5,500",2081,"English 31.9%, Australian 28.5%, Irish 9.6%, Scottish 7.4%, German 3.2%","$1,000,000.00","$1,200,000.00",20.00%,$620.00,,$450.00,0%,13.1,60 minutes,45 minutes,Berowra,,,0,0,0,0,0,0,0,0,0,0,0,
Elizabeth Bay,Eastern Suburbs,"5,500",2011,"English 25.1%, Australian 13.6%, Irish 11.9%, Scottish 7.8%, Italian 3.3%","$2,625,000.00","$3,400,000.00",29.52%,,"$890,000.00",$525.00,0%,,20 minutes,12 minutes,Kings Cross,,,0,0,0,0,0,0,0,0,0,0,0,
Hillsdale,Southern Suburbs,"5,500",2036,"English 11.5%, Australian 10.9%, Chinese 9.1%, Irish 5.7%, Bangladeshi 4.6%","$1,350,000.00","$1,600,000.00",18.52%,,"$600,000.00",$450.00,2%,11.3,45 minutes,20 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Jamisontown,Western Suburbs,"5,500",2750,"English 28.4%, Australian 27.3%, Irish 8.6%, Scottish 6.6%, German 3.1%","$650,000.00","$760,000.00",16.92%,$450.00,"$350,000.00",$360.00,3%,12.6,90 minutes,50 minutes,Penrith,,,0,0,0,0,0,0,0,0,0,0,0,
Malabar,Southern Suburbs,"5,500",2036,"Australian 17.3%, English 16.9%, Irish 7.8%, Scottish 4.5%, Chinese 3.9%","$2,000,000.00","$2,350,000.00",17.50%,"$1,125.00",,$565.00,26%,15,45 minutes,25 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Normanhurst,Upper North Shore,"5,500",2076,"English 24.0%, Australian 22.1%, Chinese 7.8%, Irish 7.7%, Scottish 7.1%","$1,350,000.00","$1,700,000.00",25.93%,$710.00,"$870,000.00",$480.00,5%,14.1,55 minutes,35 minutes,Normanhurst,,,0,0,0,0,0,0,0,0,0,0,0,
Richmond,Northern Suburbs,"5,500",2753,"English 29.1%, Australian 27.2%, Scottish 6.9%, German 3.1%","$625,000.00","$750,000.00",20.00%,$425.00,"$445,000.00",$365.00,5%,10.4,90 minutes,55 minutes,Richmond,,,0,0,0,0,0,0,0,0,0,0,0,
Middleton Grange,Western Suburbs,"5,250",2171,"Australian 11.9%, Italian 8.2%, Assyrian 7.9%, English 7.7%, Indian 4.1%","$775,000.00","$890,000.00",14.84%,$545.00,,,12%,4.7,100 minutes,45 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Russell Lea,Inner West,"5,250",2560,"Australian 19.0%, English 17.8%, Italian 17.2%, Irish 9.0%, Scottish 5.4%","$1,850,000.00","$2,400,000.00",29.73%,$880.00,"$810,000.00",$530.00,5%,15.7,30 minutes,15 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Schofields,Western Suburbs,"5,250",2762,"Australian 21.3%, English 20.4%, Indian 8.4%, Irish 6.5%, Maltese 5.3%","$800,000.00","$900,000.00",12.50%,$555.00,"$650,000.00",$500.00,0%,8,55 minutes,45 minutes,Schofields,,,0,0,0,0,0,0,0,0,0,0,0,
Kenthurst,Hills Shire,"5,100",2156,"Australian 25.6%, English 24.9%, Irish 7.7%, Scottish 6.5%, Italian 6.3%","$2,200,000.00","$2,700,000.00",22.73%,$600.00,,,0%,13.9,80 minutes,45 minutes,Castle Hill (metro),,,0,0,0,0,0,0,0,0,0,0,0,
Pemulwuy,Western Suburbs,"5,100",2145,"Indian 13.3%, Australian 12.0%, English 9.1%, Chinese 6.8%, Filipino 5.7%","$850,000.00","$1,050,000.00",23.53%,$640.00,"$570,000.00",$440.00,0%,7.4,80 minutes,40 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Marsden Park,Western Suburbs,"5,000",2765,"English 23.1%, Australian 20.5%, Maltese 12.0%, Irish 5.9%, Scottish 3.7%","$750,000.00","$900,000.00",20.00%,$550.00,,$475.00,0%,2.8,N/A,50 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Oran Park,South West,"5,000",2570,"Australian 23.3%, English 17.5%, Italian 7.0%, Irish 4.2%, Scottish 4.1%","$710,000.00","$820,000.00",15.49%,$510.00,"$620,000.00",$350.00,0%,1.7,95 minutes,55 minutes,Minto,,,0,0,0,0,0,0,0,0,0,0,0,
Regents Park,Western Suburbs,"5,000",2143,"Chinese 20.5%, English 8.8%, Australian 8.3%, Lebanese 7.4%, Vietnamese 6.5%","$810,000.00","$950,000.00",17.28%,$465.00,"$430,000.00",$390.00,11%,13.9,35 minutes,30 minutes,Regents Park,,,0,0,0,0,0,0,0,0,0,0,0,
Lethbridge Park,Western Suburbs,"4,800",2770,"Australian 26.5%, English 23.5%, Irish 5.6%, Scottish 5.2%, Samoan 4.6%","$490,000.00","$580,000.00",18.37%,$325.00,,,33%,10.8,80 minutes,50 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Wakeley,Western Suburbs,"4,800",2176,"Vietnamese 15.8%, Chinese 11.3%, Assyrian 11.2%, Australian 6.4%, English 4.7%","$745,000.00","$830,000.00",11.41%,$485.00,,,2%,,80 minutes,45 minutes,Fairfield,,,0,0,0,0,0,0,0,0,0,0,0,
Clovelly,Eastern Suburbs,"4,750",2031,"English 27.5%, Australian 20.3%, Irish 12.7%, Scottish 7.3%, German 3.4%","$2,950,000.00","$3,600,000.00",22.03%,"$1,450.00","$1,300,000.00",$725.00,1%,13.1,35 minutes,20 minutes,Randwick (light rail),,,0,0,0,0,0,0,0,0,0,0,0,
Dundas,North Shore,"4,750",2117,"Chinese 18.4%, English 15.3%, Australian 14.6%, Korean 6.4%, Irish 4.8%","$1,100,000.00","$1,330,000.00",20.91%,$575.00,"$660,000.00",$470.00,5%,8.1,50 minutes,35 minutes,Parramatta,,,0,0,0,0,0,0,0,0,0,0,0,
Forest Lodge,Inner West,"4,750",2037,"English 20.8%, Australian 15.5%, Chinese 12.9%, Irish 9.2%, Scottish 6.4%","$1,700,000.00","$1,950,000.00",14.71%,$950.00,"$880,000.00",$610.00,6%,11.5,25 minutes,12 minutes,Glebe (light rail),,,0,0,0,0,0,0,0,0,0,0,0,
Hurlstone Park,Inner West,"4,750",2193,"English 16.1%, Australian 14.7%, Irish 8.9%, Greek 8.4%, Chinese 5.3%","$1,450,000.00","$1,800,000.00",24.14%,$680.00,"$715,000.00",$480.00,2%,22.3,20 minutes,25 minutes,Hurlstone Park,,,0,0,0,0,0,0,0,0,0,0,0,
Monterey,Southern Suburbs,"4,750",2217,"Greek 18.8%, English 11.8%, Australian 11.7%, Irish 4.6%, Italian 4.0%","$1,450,000.00","$1,850,000.00",27.59%,$690.00,"$700,000.00",$460.00,1%,13.9,40 minutes,25 minutes,Kogarah,,,0,0,0,0,0,0,0,0,0,0,0,
Prospect,Western Suburbs,"4,750",2148,"English 15.8%, Australian 15.7%, Indian 6.4%, Maltese 5.3%, Irish 4.8%","$760,000.00","$850,000.00",11.84%,$450.00,"$545,000.00",$420.00,1%,14.2,80 minutes,35 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Barden Ridge,Sutherland Shire,"4,500",2234,"Australian 29.1%, English 27.4%, Irish 7.8%, Scottish 6.5%, Italian 3.6%","$1,200,000.00","$1,350,000.00",12.50%,$830.00,,$500.00,0%,17.3,80 minutes,50 minutes,Sutherland,,,0,0,0,0,0,0,0,0,0,0,0,
Bidwill,Western Suburbs,"4,500",2770,"Australian 26.0%, English 22.5%, Samoan 5.0%, Irish 5.0%, Scottish 4.2%","$480,000.00","$575,000.00",19.79%,$330.00,,,65%,8.4,75 minutes,45 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Darling Point,Eastern Suburbs,"4,500",2027,"English 24.1%, Australian 15.1%, Irish 9.7%, Scottish 7.4% Chinese 3.3%","$5,900,000.00",,-100.00%,"$1,645.00","$1,850,000.00",$850.00,0%,10.2,25 minutes,12 minutes,Edgecliff,,,0,0,0,0,0,0,0,0,0,0,0,
Hoxton Park,Western Suburbs,"4,500",2171,"Australian 10.2%, English 8.9%, Indian 7.3%, Italian 5.4%, Chinese 4.8%","$670,000.00","$800,000.00",19.40%,$500.00,,,1%,9.3,90 minutes,45 minutes,Casula,,,0,0,0,0,0,0,0,0,0,0,0,
Killarney Heights,Northern Beaches,"4,500",2087,"English 24.9%, Australian 19.7%, Chinese 8.5%, Irish 7.6%, Scottish 6.8%","$1,800,000.00","$2,200,000.00",22.22%,$975.00,,$650.00,0%,15,45 minutes,30 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Little Bay,Southern Suburbs,"4,500",2036,"English 20.2%, Australian 17.7%, Irish 9.4%, Chinese 8.9%, Scottish 5.2%","$1,750,000.00","$2,200,000.00",25.71%,"$1,050.00","$950,000.00",$650.00,9%,11.6,50 minutes,25 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Spring Farm,South West,"4,500",2570,"Australian 29.2%, English 26.1%, Irish 8.0%, Scottish 6.2%, Italian 3.2%","$675,000.00","$780,000.00",15.56%,$505.00,,$370.00,0%,4.4,110 minutes,55 minutes,Campbelltown,,,0,0,0,0,0,0,0,0,0,0,0,
Waverley,Eastern Suburbs,"4,500",2024,"English 23.2%, Australian 16.3%, Irish 10.1%, Scottish 6.3%, Italian 3.5%","$2,350,000.00","$3,100,000.00",31.91%,"$1,200.00","$765,000.00",$630.00,3%,11.4,30 minutes,15 minutes,Bondi Junction,,,0,0,0,0,0,0,0,0,0,0,0,
Westleigh,Northern Suburbs,"4,500",2120,"English 26.6%, Australian 23.6%, Irish 8.3%, Scottish 7.2%, Chinese 6.6%","$1,300,000.00","$1,600,000.00",23.08%,$760.00,,,0%,13.5,70 minutes,35 minutes,Thornleigh,,,0,0,0,0,0,0,0,0,0,0,0,
Busby,South West,"4,400",2168,"Australian 18.9%, English 14.1%, Lebanese 11.3%, Vietnamese 7.3%, Irish 3.4%","$570,000.00","$700,000.00",22.81%,$380.00,,$335.00,28%,9.9,100 minutes,45 minutes,,,,0,0,0,0,0,0,0,0,0,0,0,
Abbotsbury,Western Suburbs,"4,300",2176,"Italian 18.4%, Australian 12.3%, English 9.3%, Assyrian 6.4%, Croatian 4.4%","$921,000.00","$1,100,000.00",19.44%,,,,0%,18.4,90 minutes,45 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Breakfast Point,Inner West,"4,250",2137,"English 18.0%, Chinese 15.2%, Australian 13.9%, Irish 8.0%, Italian 6.9%","$2,200,000.00","$2,400,000.00",9.09%,,"$1,100,000.00",$690.00,0%,,55 minutes,25 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Loftus,Sutherland Shire,"4,250",2232,"Australian 31.3%, English 29.4%, Irish 10.9%, Scottish 8.4%, Italian 3.0%","$990,000.00","$1,300,000.00",31.31%,$635.00,"$650,000.00",$500.00,1%,15.3,45 minutes,45 minutes,Loftus,,,0,0,0,0,0,0,0,0,0,0,0,
Silverwater,Western Suburbs,"4,250",2128,"Korean 10.1%, Australian 6.1%, English 5.4%, Chinese 5.3%, Lebanese 4.2%","$970,000.00","$1,250,000.00",28.87%,$490.00,"$605,000.00",$440.00,1%,10,60 minutes,25 minutes,Clyde,,,0,0,0,0,0,0,0,0,0,0,0,
Woolloomooloo,Sydney City,"4,250",2011,"English 21.5%, Australian 13.5%, Irish 9.1%, Scottish 6.7%, Chinese 4.6%","$1,800,000.00","$2,300,000.00",27.78%,$850.00,"$1,050,000.00",$650.00,22%,10.1,12 minutes,10 minutes,Kings Cross,,,0,0,0,0,0,0,0,0,0,0,0,
Werrington,Western Suburbs,"4,100",2747,"Australian 24.7%, English 23.6%, Irish 5.7%, Scottish 4.5%, Filipino 3.9%","$650,000.00","$725,000.00",11.54%,$440.00,"$400,000.00",$320.00,6%,9.9,60 minutes,50 minutes,Werrington,,,0,0,0,0,0,0,0,0,0,0,0,
Constitution Hill,Western Suburbs,"4,000",2145,"Australian 18.0%, English 16.5%, Chinese 6.6%, Lebanese 6.5%, Irish 5.6%","$875,000.00","$1,000,000.00",14.29%,$480.00,,$435.00,16%,12.1,60 minutes,35 minutes,Westmead,,,0,0,0,0,0,0,0,0,0,0,0,
Enmore,Inner West,"4,000",2042,"English 23.2%, Australian 18.0%, Irish 10.6%, Scottish 7.9%, Chinese 3.4%","$1,400,000.00","$1,750,000.00",25.00%,$845.00,"$650,000.00",$440.00,1%,11.1,30 minutes,20 minutes,Stanmore,,,0,0,0,0,0,0,0,0,0,0,0,
Londonderry,Western Suburbs,"4,000",2753,"Australian 28.0%, English 24.3%, Maltese 12,4%, Irish 6.5%, Scottish 4.4%","$1,200,000.00","$1,450,000.00",20.83%,$470.00,,$330.00,0%,,110 minutes,55 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Pagewood,Southern Suburbs,"4,000",2035,"English 17.7%, Australian 17.4%, Greek 8.8%, Chinese 8.1%, Irish 7.5%","$1,750,000.00","$2,000,000.00",14.29%,$820.00,"$950,000.00",$650.00,10%,11.3,40 minutes,15 minutes,N/A,,,0,0,0,0,0,0,0,0,0,0,0,
Rosehill,Western Suburbs,"4,000",2142,"Indian 22.1%, English 9.7%, Chinese 9.7%, Lebanese 6.9%, Australian 6.7%","$860,000.00","$950,000.00",10.47%,$500.00,"$480,000.00",$410.00,2%,,45 minutes,30 minutes,Parramatta,,,0,0,0,0,0,0,0,0,0,0,0,
Tempe,Inner West,"4,000",2044,"English 19.5%, Australian 17.4%, Irish 9.0%, Chinese 5.8%, Scottish 5.6%","$1,200,000.00","$1,400,000.00",16.67%,$700.00,"$740,000.00",$470.00,1%,10.8,15 minutes,20 minutes,Tempe,,,0,0,0,0,0,0,0,0,0,0,0,
Tregear,Western Suburbs,"4,000",2770,"Australian 28.6%, English 23.9%, Samoan 5.3%, Irish 4.9%, Scottish 3.7%","$460,000.00","$570,000.00",23.91%,$330.00,,$280.00,38%,12.3,85 minutes,50 minutes,Mount Druitt,,,0,0,0,0,0,0,0,0,0,0,0,
Leppington,South West,"3,750",2179,"Australian 17.1%, English 13.1%, Italian 10.4%, Chinese 5.4%, Lebanese 4.9%","$730,000.00","$850,000.00",16.44%,$550.00,"$600,000.00",,1%,7.6,65 minutes,50 minutes,Leppington,,,0,0,0,0,0,0,0,0,0,0,0,
Narellan,South West,"3,750",2567,"Australian 31.5%, English 29.0%, Irish 8.1%, Scottish 6.3%, Italian 3.2%","$650,000.00","$740,000.00",13.85%,$430.00,,$410.00,4%,14.2,90 minutes,55 minutes,Campbelltown,,,0,0,0,0,0,0,0,0,0,0,0,
Ashcroft,Western Suburbs,"3,600",2168,"Australian 16.4%, English 14.3%, Lebanese 11.3%, Vietnamese 9.6%, Chinese 3.3%","$610,000.00","$700,000.00",14.75%,$400.00,,$300.00,32%,11.6,85 minutes,45 minutes,,,,0,0,0,0,0,0,0,0,0,0,0,
Ashbury,Inner West,"3,500",2193,"Australian 17.6%, English 14.9%, Italian 13.1%, Greek 8.4%, Irish 7.5%","$1,450,000.00","$1,750,000.00",20.69%,$750.00,,,0%,17.8,40 minutes,20 minutes,Campsie,,,0,0,0,0,0,0,0,0,0,0,0,
Asquith,Northern Suburbs,"3,500",2077,"English 25.1%, Australian 21.9%, Chinese 8.3%, Irish 7.1%, Scottish 6.3%","$1,100,000.00","$1,400,000.00",27.27%,$590.00,"$625,000.00",$510.00,1%,15.5,50 minutes,40 minutes,Asquith,,,0,0,0,0,0,0,0,0,0,0,0,
